launch_id,mission_id,launch_date,year,quarter,launch_site,country,vehicle,payload_mass_kg,mission_type,success,cost_million_usd,orbit
LCH-0000202,MSN-0000202,2011-07-26,2011,3,Cape Canaveral,USA,PSLV,3691.7,Communications,True,4.61,LEO
LCH-0000203,MSN-0000203,1990-04-10,1990,2,Kennedy Space Center,USA,Other,1498.3,Science,True,2.84,LEO
LCH-0000204,MSN-0000204,1987-11-03,1987,4,Cape Canaveral,USA,Ariane 5,5158.6,Communications,True,13.28,SSO
LCH-0000205,MSN-0000205,2009-01-28,2009,1,Kennedy Space Center,USA,Atlas V,5235.7,Communications,True,5.35,LEO
LCH-0000206,MSN-0000206,2021-04-07,2021,2,Kennedy Space Center,UK,Delta IV,1798.1,Communications,True,4.03,MEO
LCH-0000207,MSN-0000207,1990-06-25,1990,2,Guiana Space Centre,ESA,Angara,3154.9,Communications,True,5.25,LEO
LCH-0000208,MSN-0000208,2016-06-07,2016,2,Tanegashima Space Center,Japan,Long March 3,440.6,Technology Demonstration,True,1.04,LEO
LCH-0000209,MSN-0000209,2008-12-14,2008,4,Cape Canaveral,USA,Angara,1376.8,Science,True,2.58,LEO
LCH-0000210,MSN-0000210,2016-08-24,2016,3,Al Anbar,UAE,Shavit,6714.0,Communications,True,6.2,MEO
LCH-0000211,MSN-0000211,2022-09-21,2022,3,Guiana Space Centre,ESA,Falcon Heavy,2166.9,Navigation,True,5.22,GEO
LCH-0000212,MSN-0000212,1989-12-05,1989,4,Plesetsk Cosmodrome,Russia,Falcon 9,2500.4,Deep Space,True,5.11,LEO
LCH-0000213,MSN-0000213,2004-08-01,2004,3,Guiana Space Centre,ESA,Falcon 9,1659.7,Science,True,0.9,GEO
LCH-0000214,MSN-0000214,2018-03-04,2018,1,Tanegashima Space Center,Japan,Delta IV,529.1,Technology Demonstration,True,1.34,GEO
LCH-0000215,MSN-0000215,1998-07-15,1998,3,Kennedy Space Center,USA,H-IIA,4450.2,Communications,False,9.5,LEO
LCH-0000216,MSN-0000216,1977-07-13,1977,3,Cape Canaveral,France,GSLV,800.7,Weather,False,0.57,LEO
LCH-0000217,MSN-0000217,1996-02-17,1996,1,Tanegashima Space Center,Japan,Falcon Heavy,2924.3,Science,True,1.8,LEO
LCH-0000218,MSN-0000218,2021-10-22,2021,4,Vandenberg SFB,USA,Falcon Heavy,2215.1,Military Reconnaissance,True,6.43,LEO
LCH-0000219,MSN-0000219,2014-07-03,2014,3,Jiuquan Satellite Launch Center,China,Angara,1256.8,Weather,True,1.83,LEO
LCH-0000220,MSN-0000220,2013-02-17,2013,1,Guiana Space Centre,ESA,Long March 3,2146.9,Weather,True,2.9,LEO
LCH-0000221,MSN-0000221,1999-06-01,1999,2,Satish Dhawan Space Centre,India,Shavit,10320.5,Supply/Resupply,True,16.3,LEO
LCH-0000222,MSN-0000222,1976-10-10,1976,4,Guiana Space Centre,ESA,Soyuz,483.8,Technology Demonstration,True,0.7,MEO
LCH-0000223,MSN-0000223,1999-06-04,1999,2,Satish Dhawan Space Centre,India,Atlas V,1229.5,Earth Observation,True,0.88,LEO
LCH-0000224,MSN-0000224,2005-02-01,2005,1,Plesetsk Cosmodrome,Russia,Atlas V,2593.8,Science,True,6.9,LEO
LCH-0000225,MSN-0000225,2017-12-18,2017,4,Kennedy Space Center,USA,Soyuz,5947.8,Communications,True,6.96,GEO
LCH-0000226,MSN-0000226,1992-05-16,1992,2,Vandenberg SFB,USA,Atlas V,2185.3,Earth Observation,False,4.51,LEO
LCH-0000227,MSN-0000227,1979-05-01,1979,2,Jiuquan Satellite Launch Center,China,Long March 5,448.2,Earth Observation,True,0.71,LEO
LCH-0000228,MSN-0000228,2009-05-11,2009,2,Tanegashima Space Center,Japan,H3,686.2,Science,True,0.65,GTO
LCH-0000229,MSN-0000229,2015-11-16,2015,4,Baikonur Cosmodrome,Russia,H-IIA,4255.5,Communications,True,3.34,SSO
LCH-0000230,MSN-0000230,2007-11-25,2007,4,Wenchang Space Launch Site,China,GSLV,2448.6,Science,True,3.91,LEO
LCH-0000231,MSN-0000231,2018-07-22,2018,3,Kennedy Space Center,USA,Ariane 6,425.4,Technology Demonstration,True,1.05,LEO
LCH-0000232,MSN-0000232,2004-07-18,2004,3,Kennedy Space Center,USA,PSLV,25772.5,Space Station,True,47.91,HEO
LCH-0000233,MSN-0000233,2021-09-20,2021,3,Satish Dhawan Space Centre,India,Shavit,6167.9,Communications,True,13.06,HEO
LCH-0000234,MSN-0000234,2012-07-25,2012,3,Cape Canaveral,USA,Long March 2,23833.7,Space Station,True,17.79,GTO
LCH-0000235,MSN-0000235,2007-12-19,2007,4,Cape Canaveral,USA,Soyuz,533.3,Weather,True,0.47,LEO
LCH-0000236,MSN-0000236,1993-02-04,1993,1,Unknown Launch Site,Other,Antares,2869.7,Navigation,True,5.17,LEO
LCH-0000237,MSN-0000237,2014-08-11,2014,3,Plesetsk Cosmodrome,Russia,Atlas V,1646.1,Earth Observation,True,3.61,LEO
LCH-0000238,MSN-0000238,1990-03-18,1990,1,Cape Canaveral,USA,Electron,16323.5,Space Station,True,17.62,LEO
LCH-0000239,MSN-0000239,2011-07-13,2011,3,Plesetsk Cosmodrome,Russia,Falcon 9,2148.8,Earth Observation,True,4.86,MEO
LCH-0000240,MSN-0000240,2018-02-19,2018,1,Cape Canaveral,USA,Delta IV,833.8,Weather,True,1.1,SSO
LCH-0000241,MSN-0000241,2020-09-21,2020,3,Vostochny Cosmodrome,Russia,Long March 2,2964.6,Communications,True,6.06,GEO
LCH-0000242,MSN-0000242,1994-10-19,1994,4,Tanegashima Space Center,Japan,Atlas V,243.2,Technology Demonstration,True,0.31,GEO
LCH-0000243,MSN-0000243,2005-07-20,2005,3,Kennedy Space Center,USA,Antares,193.3,Technology Demonstration,True,0.55,GEO
LCH-0000244,MSN-0000244,1993-03-11,1993,1,Vandenberg SFB,USA,Ariane 5,1929.5,Earth Observation,False,3.3,GEO
LCH-0000245,MSN-0000245,2007-11-16,2007,4,Vandenberg SFB,USA,Long March 7,1697.2,Communications,True,3.25,GEO
LCH-0000246,MSN-0000246,1969-04-18,1969,2,Satish Dhawan Space Centre,India,Angara,6935.7,Communications,True,13.0,LEO
LCH-0000247,MSN-0000247,2016-06-18,2016,2,Kennedy Space Center,USA,Falcon Heavy,975.9,Earth Observation,True,2.51,MEO
LCH-0000248,MSN-0000248,2024-08-09,2024,3,Satish Dhawan Space Centre,India,Long March 3,5505.8,Communications,True,13.43,SSO
LCH-0000249,MSN-0000249,2009-06-28,2009,2,Cape Canaveral,USA,Other,8773.7,Crewed Mission,True,22.05,GEO
LCH-0000250,MSN-0000250,2009-03-11,2009,1,Xichang Satellite Launch Center,China,Other,2343.2,Science,True,1.97,LEO
LCH-0000251,MSN-0000251,1973-05-28,1973,2,Satish Dhawan Space Centre,India,Shavit,6010.2,Communications,False,14.45,LEO
LCH-0000252,MSN-0000252,2008-05-21,2008,2,Guiana Space Centre,ESA,Long March 7,1547.9,Navigation,True,2.33,LEO
LCH-0000253,MSN-0000253,2020-08-16,2020,3,Satish Dhawan Space Centre,India,Long March 2,895.1,Technology Demonstration,True,1.87,GEO
LCH-0000254,MSN-0000254,2017-07-07,2017,3,Guiana Space Centre,ESA,Long March 7,867.0,Deep Space,True,2.23,SSO
LCH-0000255,MSN-0000255,2008-08-26,2008,3,Baikonur Cosmodrome,Russia,Long March 2,1821.2,Science,True,0.98,SSO
LCH-0000256,MSN-0000256,2002-07-07,2002,3,Palmachim Air Base,Israel,Other,1255.4,Earth Observation,True,1.13,HEO
LCH-0000257,MSN-0000257,2012-05-03,2012,2,Naro Space Center,South Korea,Long March 3,4613.0,Communications,True,7.26,GEO
LCH-0000258,MSN-0000258,1988-02-05,1988,1,Cape Canaveral,USA,H-IIA,1290.0,Earth Observation,True,0.67,LEO
LCH-0000259,MSN-0000259,2020-12-05,2020,4,Vostochny Cosmodrome,Russia,Ariane 6,538.3,Earth Observation,True,0.76,LEO
LCH-0000260,MSN-0000260,2018-03-21,2018,1,Cape Canaveral,USA,NURI,7171.9,Communications,True,14.53,LEO
LCH-0000261,MSN-0000261,1988-12-05,1988,4,Kennedy Space Center,USA,Long March 7,3690.9,Communications,False,8.79,GEO
LCH-0000262,MSN-0000262,2023-06-26,2023,2,Xichang Satellite Launch Center,China,Antares,5495.8,Communications,True,10.35,LEO
LCH-0000263,MSN-0000263,2017-12-01,2017,4,Jiuquan Satellite Launch Center,China,NURI,2139.8,Science,True,2.65,SSO
LCH-0000264,MSN-0000264,2023-08-13,2023,3,Cape Canaveral,USA,Delta IV,6626.7,Military Reconnaissance,True,12.07,LEO
LCH-0000265,MSN-0000265,2022-03-13,2022,1,Cape Canaveral,Brazil,H-IIA,15280.2,Space Station,True,8.28,LEO
LCH-0000266,MSN-0000266,1970-01-26,1970,1,Vandenberg SFB,USA,Long March 5,4646.3,Communications,False,11.23,GEO
LCH-0000267,MSN-0000267,2011-09-20,2011,3,Baikonur Cosmodrome,Russia,Antares,4120.3,Communications,True,7.59,LEO
LCH-0000268,MSN-0000268,2019-11-21,2019,4,Baikonur Cosmodrome,Russia,Atlas V,2801.6,Science,True,1.81,LEO
LCH-0000269,MSN-0000269,2002-10-02,2002,4,Cape Canaveral,USA,Angara,1728.5,Navigation,True,3.9,GEO
LCH-0000270,MSN-0000270,2006-12-09,2006,4,Cape Canaveral,USA,Electron,6958.7,Supply/Resupply,True,16.23,LEO
LCH-0000271,MSN-0000271,1996-07-09,1996,3,Kennedy Space Center,USA,PSLV,3385.0,Military Reconnaissance,True,6.01,LEO
LCH-0000272,MSN-0000272,1984-03-09,1984,1,Cape Canaveral,USA,Delta IV,1088.1,Deep Space,True,1.17,SSO
LCH-0000273,MSN-0000273,2020-04-02,2020,2,Jiuquan Satellite Launch Center,China,Ariane 6,1940.6,Earth Observation,True,3.65,LEO
LCH-0000274,MSN-0000274,2001-06-08,2001,2,Kennedy Space Center,UK,Long March 7,1049.1,Weather,True,2.02,HEO
LCH-0000275,MSN-0000275,1972-04-26,1972,2,Kennedy Space Center,USA,PSLV,608.7,Technology Demonstration,True,1.48,Heliocentric
LCH-0000276,MSN-0000276,2002-06-07,2002,2,Cape Canaveral,USA,Angara,1414.0,Earth Observation,True,1.56,GEO
LCH-0000277,MSN-0000277,2024-04-24,2024,2,Baikonur Cosmodrome,Russia,GSLV,8006.9,Supply/Resupply,True,14.84,MEO
LCH-0000278,MSN-0000278,1963-06-01,1963,2,Taiyuan Satellite Launch Center,China,NURI,533.9,Technology Demonstration,False,0.41,LEO
LCH-0000279,MSN-0000279,2004-01-05,2004,1,Taiyuan Satellite Launch Center,China,Other,6396.4,Communications,True,14.41,LEO
LCH-0000280,MSN-0000280,1976-02-17,1976,1,Baikonur Cosmodrome,Russia,Antares,8395.3,Supply/Resupply,True,13.33,GEO
LCH-0000281,MSN-0000281,1991-06-26,1991,2,Vandenberg SFB,Italy,Long March 5,4839.2,Communications,True,13.83,MEO
LCH-0000282,MSN-0000282,1979-02-06,1979,1,Kennedy Space Center,USA,Ariane 5,764.4,Weather,True,1.07,LEO
LCH-0000283,MSN-0000283,2003-02-03,2003,1,Satish Dhawan Space Centre,India,Electron,1582.5,Navigation,True,4.1,SSO
LCH-0000284,MSN-0000284,1990-06-13,1990,2,Vostochny Cosmodrome,Russia,PSLV,2677.7,Earth Observation,True,1.55,LEO
LCH-0000285,MSN-0000285,2015-04-04,2015,2,Plesetsk Cosmodrome,Russia,Ariane 5,2110.7,Navigation,True,1.75,LEO
LCH-0000286,MSN-0000286,2010-11-03,2010,4,Tanegashima Space Center,Japan,H-IIA,4020.5,Communications,True,2.23,GEO
LCH-0000287,MSN-0000287,2002-03-03,2002,1,Kennedy Space Center,USA,Long March 2,4602.8,Military Reconnaissance,False,11.76,LEO
LCH-0000288,MSN-0000288,2013-03-12,2013,1,Baikonur Cosmodrome,Russia,Vulcan Centaur,1408.5,Earth Observation,True,3.82,HEO
LCH-0000289,MSN-0000289,1990-05-16,1990,2,Vandenberg SFB,USA,Long March 7,1417.7,Science,True,1.42,SSO
LCH-0000290,MSN-0000290,2011-09-26,2011,3,Vandenberg SFB,Germany,Falcon 9,1850.7,Science,True,3.14,Heliocentric
LCH-0000291,MSN-0000291,2008-06-13,2008,2,Satish Dhawan Space Centre,India,Proton-M,4410.2,Communications,True,2.85,LEO
LCH-0000292,MSN-0000292,2016-04-06,2016,2,Unknown Launch Site,Other,Delta IV,2374.5,Science,True,5.72,LEO
LCH-0000293,MSN-0000293,2024-07-12,2024,3,Al Anbar,UAE,Electron,437.4,Science,True,0.99,LEO
LCH-0000294,MSN-0000294,1982-04-27,1982,2,Plesetsk Cosmodrome,Russia,Ariane 6,904.7,Science,True,0.66,GEO
LCH-0000295,MSN-0000295,2006-01-11,2006,1,Kennedy Space Center,USA,H3,2367.2,Earth Observation,False,1.54,LEO
LCH-0000296,MSN-0000296,1982-02-28,1982,1,Cape Canaveral,USA,PSLV,848.5,Technology Demonstration,False,1.92,SSO
LCH-0000297,MSN-0000297,1996-06-05,1996,2,Guiana Space Centre,ESA,Electron,614.6,Science,True,0.57,MEO
LCH-0000298,MSN-0000298,2022-06-08,2022,2,Cape Canaveral,Italy,NURI,665.5,Technology Demonstration,True,1.55,GEO
LCH-0000299,MSN-0000299,1959-12-19,1959,4,Cape Canaveral,USA,Long March 5,1635.2,Earth Observation,True,4.58,SSO
LCH-0000300,MSN-0000300,2008-08-05,2008,3,Cape Canaveral,Italy,Long March 2,2432.7,Communications,True,2.24,MEO
LCH-0000301,MSN-0000301,2014-11-24,2014,4,Cape Canaveral,Germany,Long March 2,1442.1,Earth Observation,True,3.56,LEO
LCH-0000302,MSN-0000302,2002-07-06,2002,3,Guiana Space Centre,ESA,Long March 7,2103.4,Earth Observation,True,1.59,GEO
LCH-0000303,MSN-0000303,2011-11-08,2011,4,Vostochny Cosmodrome,Russia,Electron,3119.0,Deep Space,True,8.98,LEO
LCH-0000304,MSN-0000304,1998-12-03,1998,4,Kennedy Space Center,USA,GSLV,1301.3,Earth Observation,False,2.58,GTO
LCH-0000305,MSN-0000305,1968-11-06,1968,4,Xichang Satellite Launch Center,China,H3,2203.7,Navigation,True,3.36,SSO
LCH-0000306,MSN-0000306,2006-11-10,2006,4,Taiyuan Satellite Launch Center,China,Angara,4771.2,Military Reconnaissance,True,4.22,LEO
LCH-0000307,MSN-0000307,1993-11-21,1993,4,Baikonur Cosmodrome,Russia,H3,2446.7,Navigation,True,4.12,GEO
LCH-0000308,MSN-0000308,2003-11-09,2003,4,Kennedy Space Center,USA,Atlas V,1394.9,Weather,True,3.79,GEO
LCH-0000309,MSN-0000309,1991-08-09,1991,3,Baikonur Cosmodrome,Russia,Soyuz,1578.8,Navigation,True,1.13,SSO
LCH-0000310,MSN-0000310,2023-10-08,2023,4,Baikonur Cosmodrome,Russia,GSLV,1597.6,Science,True,4.66,LEO
LCH-0000311,MSN-0000311,2008-04-16,2008,2,Guiana Space Centre,ESA,Angara,6593.3,Military Reconnaissance,True,5.28,LEO
LCH-0000312,MSN-0000312,2024-04-26,2024,2,Satish Dhawan Space Centre,India,Vulcan Centaur,773.7,Earth Observation,True,0.78,LEO
LCH-0000313,MSN-0000313,2009-06-24,2009,2,Tanegashima Space Center,Japan,Atlas V,549.0,Earth Observation,True,1.53,LEO
LCH-0000314,MSN-0000314,2009-07-04,2009,3,Vandenberg SFB,USA,Long March 7,368.1,Technology Demonstration,True,0.88,LEO
LCH-0000315,MSN-0000315,2008-02-26,2008,1,Naro Space Center,South Korea,Angara,6992.3,Military Reconnaissance,True,13.5,SSO
LCH-0000316,MSN-0000316,2000-10-20,2000,4,Vostochny Cosmodrome,Russia,NURI,377.9,Earth Observation,True,0.84,GEO
LCH-0000317,MSN-0000317,1992-06-01,1992,2,Vandenberg SFB,USA,Long March 2,1787.7,Navigation,True,3.95,SSO
LCH-0000318,MSN-0000318,1994-12-15,1994,4,Vandenberg SFB,Brazil,Long March 2,6533.0,Communications,True,6.34,LEO
LCH-0000319,MSN-0000319,2015-09-28,2015,3,Cape Canaveral,USA,Long March 3,12071.3,Crewed Mission,True,18.21,SSO
LCH-0000320,MSN-0000320,2008-03-07,2008,1,Satish Dhawan Space Centre,India,Vulcan Centaur,1749.3,Science,True,1.1,SSO
LCH-0000321,MSN-0000321,1998-08-17,1998,3,Vostochny Cosmodrome,Russia,Long March 5,1641.9,Earth Observation,True,1.55,GEO
LCH-0000322,MSN-0000322,1997-03-27,1997,1,Cape Canaveral,France,Proton-M,1957.4,Science,True,1.11,MEO
LCH-0000323,MSN-0000323,2017-04-28,2017,2,Cape Canaveral,USA,Soyuz,2478.8,Deep Space,True,6.6,GEO
LCH-0000324,MSN-0000324,2003-03-21,2003,1,Cape Canaveral,Italy,Electron,286.6,Technology Demonstration,True,0.58,GEO
LCH-0000325,MSN-0000325,2014-05-14,2014,2,Al Anbar,UAE,Long March 5,296.4,Technology Demonstration,True,0.58,SSO
LCH-0000326,MSN-0000326,2023-06-18,2023,2,Kennedy Space Center,USA,Shavit,21430.2,Space Station,True,16.51,GEO
LCH-0000327,MSN-0000327,2011-05-09,2011,2,Vandenberg SFB,USA,Shavit,25257.1,Space Station,True,69.44,MEO
LCH-0000328,MSN-0000328,2009-11-11,2009,4,Tanegashima Space Center,Japan,NURI,12363.4,Crewed Mission,True,37.01,LEO
LCH-0000329,MSN-0000329,1999-01-19,1999,1,Kennedy Space Center,USA,Other,5739.0,Communications,True,10.54,Lunar
LCH-0000330,MSN-0000330,2012-09-10,2012,3,Satish Dhawan Space Centre,India,Electron,2321.8,Military Reconnaissance,True,2.87,SSO
LCH-0000331,MSN-0000331,2014-09-25,2014,3,Baikonur Cosmodrome,Russia,Electron,1788.6,Weather,True,4.22,GTO
LCH-0000332,MSN-0000332,1996-05-19,1996,2,Cape Canaveral,USA,Angara,770.1,Weather,True,2.05,LEO
LCH-0000333,MSN-0000333,1975-04-17,1975,2,Jiuquan Satellite Launch Center,China,Delta IV,6760.7,Supply/Resupply,True,5.7,SSO
LCH-0000334,MSN-0000334,2008-08-05,2008,3,Vandenberg SFB,USA,Long March 2,6139.6,Communications,True,10.55,SSO
LCH-0000335,MSN-0000335,2011-01-15,2011,1,Xichang Satellite Launch Center,China,Proton-M,1654.5,Earth Observation,True,1.36,LEO
LCH-0000336,MSN-0000336,2001-08-13,2001,3,Plesetsk Cosmodrome,Russia,Falcon 9,963.1,Navigation,True,2.77,LEO
LCH-0000337,MSN-0000337,2006-01-22,2006,1,Cape Canaveral,Germany,Falcon 9,1205.7,Weather,True,0.91,GEO
LCH-0000338,MSN-0000338,1974-01-10,1974,1,Wenchang Space Launch Site,China,Angara,8075.8,Communications,True,12.79,LEO
LCH-0000339,MSN-0000339,2024-08-12,2024,3,Guiana Space Centre,ESA,Vulcan Centaur,2719.4,Earth Observation,True,6.3,LEO
LCH-0000340,MSN-0000340,2009-03-04,2009,1,Vandenberg SFB,USA,Long March 3,197.1,Technology Demonstration,True,0.53,MEO
LCH-0000341,MSN-0000341,1971-01-22,1971,1,Kennedy Space Center,USA,Delta IV,3166.4,Science,True,2.56,GEO
LCH-0000342,MSN-0000342,1987-11-21,1987,4,Cape Canaveral,USA,Falcon 9,556.8,Technology Demonstration,True,1.0,LEO
LCH-0000343,MSN-0000343,2001-02-17,2001,1,Taiyuan Satellite Launch Center,China,H3,607.3,Technology Demonstration,True,1.48,LEO
LCH-0000344,MSN-0000344,1997-07-10,1997,3,Tanegashima Space Center,Japan,Electron,8622.5,Supply/Resupply,True,19.15,LEO
LCH-0000345,MSN-0000345,1964-02-04,1964,1,Baikonur Cosmodrome,Russia,H-IIA,5514.6,Communications,False,15.23,GEO
LCH-0000346,MSN-0000346,2024-05-15,2024,2,Jiuquan Satellite Launch Center,China,Falcon Heavy,2280.1,Navigation,True,6.0,LEO
LCH-0000347,MSN-0000347,2001-02-04,2001,1,Baikonur Cosmodrome,Russia,Falcon Heavy,779.4,Technology Demonstration,True,2.25,LEO
LCH-0000348,MSN-0000348,1998-06-06,1998,2,Cape Canaveral,USA,Delta IV,830.9,Technology Demonstration,False,2.15,LEO
LCH-0000349,MSN-0000349,2001-03-04,2001,1,Guiana Space Centre,ESA,Antares,3783.5,Navigation,True,10.51,GEO
LCH-0000350,MSN-0000350,2002-10-13,2002,4,Vostochny Cosmodrome,Russia,Long March 3,2574.7,Science,True,4.4,GEO
LCH-0000351,MSN-0000351,2002-02-09,2002,1,Vostochny Cosmodrome,Russia,Shavit,3152.2,Military Reconnaissance,True,9.28,LEO
LCH-0000352,MSN-0000352,2006-12-20,2006,4,Guiana Space Centre,ESA,Delta IV,2111.2,Communications,True,2.88,LEO
LCH-0000353,MSN-0000353,2019-09-20,2019,3,Guiana Space Centre,ESA,Falcon Heavy,7174.8,Communications,True,19.18,LEO
LCH-0000354,MSN-0000354,1990-05-02,1990,2,Vandenberg SFB,USA,PSLV,1619.5,Navigation,True,4.12,LEO
LCH-0000355,MSN-0000355,2008-02-28,2008,1,Kennedy Space Center,USA,Ariane 6,2689.2,Navigation,True,4.06,LEO
LCH-0000356,MSN-0000356,2018-10-20,2018,4,Cape Canaveral,USA,Shavit,2516.4,Science,True,5.38,LEO
LCH-0000357,MSN-0000357,2018-04-28,2018,2,Vostochny Cosmodrome,Russia,Ariane 5,5295.7,Communications,True,12.13,LEO
LCH-0000358,MSN-0000358,1989-06-12,1989,2,Kennedy Space Center,USA,Shavit,527.2,Weather,True,0.76,GTO
LCH-0000359,MSN-0000359,2004-12-24,2004,4,Kennedy Space Center,USA,Long March 7,3011.2,Military Reconnaissance,False,3.13,LEO
LCH-0000360,MSN-0000360,1996-07-02,1996,3,Tanegashima Space Center,Japan,Shavit,1169.2,Earth Observation,True,1.92,SSO
LCH-0000361,MSN-0000361,2023-01-17,2023,1,Wenchang Space Launch Site,China,Falcon Heavy,1032.0,Navigation,True,2.3,GEO
LCH-0000362,MSN-0000362,1978-11-20,1978,4,Kennedy Space Center,USA,H3,17717.5,Crewed Mission,True,27.4,SSO
LCH-0000363,MSN-0000363,1990-07-11,1990,3,Taiyuan Satellite Launch Center,China,Angara,707.1,Technology Demonstration,True,1.84,LEO
LCH-0000364,MSN-0000364,2015-09-21,2015,3,Wenchang Space Launch Site,China,Vulcan Centaur,6533.9,Communications,True,14.48,LEO
LCH-0000365,MSN-0000365,2014-03-17,2014,1,Palmachim Air Base,Israel,GSLV,1326.0,Earth Observation,True,2.6,GEO
LCH-0000366,MSN-0000366,2012-09-10,2012,3,Al Anbar,UAE,Long March 7,633.5,Technology Demonstration,True,0.92,SSO
LCH-0000367,MSN-0000367,1992-03-10,1992,1,Kennedy Space Center,USA,NURI,2152.6,Earth Observation,True,1.25,LEO
LCH-0000368,MSN-0000368,2020-12-18,2020,4,Tanegashima Space Center,Japan,Soyuz,462.8,Earth Observation,True,0.82,MEO
LCH-0000369,MSN-0000369,2013-01-13,2013,1,Satish Dhawan Space Centre,India,Long March 5,608.2,Technology Demonstration,False,0.32,LEO
LCH-0000370,MSN-0000370,2017-08-27,2017,3,Kennedy Space Center,USA,Soyuz,470.8,Science,True,0.67,HEO
LCH-0000371,MSN-0000371,1987-12-07,1987,4,Taiyuan Satellite Launch Center,China,Angara,617.4,Technology Demonstration,False,0.89,LEO
LCH-0000372,MSN-0000372,1981-10-28,1981,4,Plesetsk Cosmodrome,Russia,Proton-M,1763.3,Science,True,1.06,LEO
LCH-0000373,MSN-0000373,2016-11-20,2016,4,Palmachim Air Base,Israel,NURI,2082.3,Science,True,3.78,LEO
LCH-0000374,MSN-0000374,2017-03-14,2017,1,Vandenberg SFB,Canada,GSLV,698.0,Science,True,1.89,GEO
LCH-0000375,MSN-0000375,1993-10-17,1993,4,Guiana Space Centre,ESA,Ariane 6,7517.2,Communications,True,12.13,Lunar
LCH-0000376,MSN-0000376,2010-01-22,2010,1,Cape Canaveral,UK,Long March 2,50.0,Science,True,0.07,LEO
LCH-0000377,MSN-0000377,2021-06-17,2021,2,Taiyuan Satellite Launch Center,China,PSLV,9114.7,Communications,True,26.16,LEO
LCH-0000378,MSN-0000378,2006-01-21,2006,1,Cape Canaveral,USA,Atlas V,9163.3,Supply/Resupply,True,24.4,LEO
LCH-0000379,MSN-0000379,2006-12-24,2006,4,Plesetsk Cosmodrome,Russia,Long March 7,2732.2,Earth Observation,True,6.26,GEO
LCH-0000380,MSN-0000380,1985-05-18,1985,2,Cape Canaveral,USA,Atlas V,1009.9,Earth Observation,True,1.53,GEO
LCH-0000381,MSN-0000381,1995-07-22,1995,3,Plesetsk Cosmodrome,Russia,Delta IV,3249.7,Communications,True,7.32,GEO
LCH-0000382,MSN-0000382,1979-11-10,1979,4,Cape Canaveral,USA,H3,1845.3,Military Reconnaissance,False,2.68,LEO
LCH-0000383,MSN-0000383,1983-04-05,1983,2,Tanegashima Space Center,Japan,Long March 5,1891.3,Earth Observation,True,4.15,SSO
LCH-0000384,MSN-0000384,2015-06-01,2015,2,Kennedy Space Center,UK,GSLV,861.0,Weather,True,0.44,SSO
LCH-0000385,MSN-0000385,2023-05-07,2023,2,Xichang Satellite Launch Center,China,Long March 3,3257.6,Science,True,3.43,LEO
LCH-0000386,MSN-0000386,1985-10-28,1985,4,Tanegashima Space Center,Japan,Falcon Heavy,627.0,Earth Observation,False,1.32,SSO
LCH-0000387,MSN-0000387,1991-04-24,1991,2,Kennedy Space Center,USA,H-IIA,423.6,Technology Demonstration,True,0.51,GEO
LCH-0000388,MSN-0000388,2004-06-20,2004,2,Kennedy Space Center,USA,NURI,1866.2,Earth Observation,True,3.58,LEO
LCH-0000389,MSN-0000389,1984-06-08,1984,2,Tanegashima Space Center,Japan,Soyuz,6980.5,Supply/Resupply,True,18.81,MEO
LCH-0000390,MSN-0000390,1994-09-04,1994,3,Plesetsk Cosmodrome,Russia,Electron,3754.3,Communications,True,9.94,GEO
LCH-0000391,MSN-0000391,1991-11-03,1991,4,Kennedy Space Center,USA,Atlas V,2545.0,Science,True,3.85,SSO
LCH-0000392,MSN-0000392,2007-09-18,2007,3,Xichang Satellite Launch Center,China,Ariane 6,1709.0,Military Reconnaissance,True,1.81,GEO
LCH-0000393,MSN-0000393,1993-08-17,1993,3,Satish Dhawan Space Centre,India,PSLV,471.3,Technology Demonstration,True,1.13,LEO
LCH-0000394,MSN-0000394,2008-10-22,2008,4,Vandenberg SFB,USA,Antares,1588.1,Earth Observation,True,0.95,MEO
LCH-0000395,MSN-0000395,1991-04-02,1991,2,Satish Dhawan Space Centre,India,NURI,6584.2,Communications,True,17.8,LEO
LCH-0000396,MSN-0000396,1978-09-21,1978,3,Vandenberg SFB,USA,Proton-M,1333.2,Science,True,2.57,SSO
